cuisines,count
"Pizza, Fast food, Bar, Pub",1
"Italian, Seafood, Pizza, International, Healthy, Gastropub",1
"Mediterranean, Middle Eastern, Lebanese, Cafe, Arabic",1
"Bar, Fast food, Spanish, Pub, Diner, Dining bars",1
"Italian, Irish, Bar, Pub, Mediterranean",1
"Chinese, Indian, Pizza, Turkish",1
"Bar, Sushi, Spanish, Pub",1
"Steakhouse, Mediterranean, Spanish, Deli, Grill",1
"Spanish, Wine Bar, Bar, Mediterranean, European, Deli, Pub",1
"Cafe, British, International, Street Food",1
"Italian, Pizza, Cafe, European, Diner, Romanian",1
"Irish, Bar, Cafe, Spanish, British, Pub",1
"Chinese, Japanese, Sushi, Thai, Seafood",1
"Italian, Mediterranean, Pizza, Seafood, Lombard, Northern-Italian",1
"Irish, Bar, Deli, Pub, Wine Bar",1
"Seafood, Barbecue, Italian, Pizza, European",1
"Italian, Seafood, Fast food, Turkish",1
"Spanish, Mediterranean, Healthy, International",1
"Bar, Cafe, Pub, Portuguese, Beer restaurants",1
"Mediterranean, International, European, Contemporary, Bar, Pub",1
"Mediterranean, European, Croatian, Pizza, Seafood, Barbecue",1
"Steakhouse, Mediterranean, Barbecue, Spanish, Central Asian",1
"Bar, Mediterranean, European, Spanish, Pub, Contemporary",1
"Italian, Mediterranean, European, Turkish, Tunisian, South American, Swedish",1
"Latin, South American, Mexican",1
"French, Cafe, Dining bars, Beer restaurants",1
"Italian, Pizza, Neapolitan, Campania, Southern-Italian, Brew Pub, Mediterranean, Street Food",1
"Spanish, Street Food, Cafe, Barbecue",1
"European, Czech, Bar, Central European, Contemporary",1
"Italian, American, Fast food, Pub, Gastropub, Southern-Italian",1
"Italian, Pizza, Mediterranean, Sicilian, Southern-Italian, Gastropub",1
"Cafe, British, Scottish, Fast food, Soups",1
"Middle Eastern, Mediterranean, Pub, Arabic",1
"American, European, Thai, Central European",1
"German, Beer restaurants, Austrian, Bar, Pizza, Barbecue, European",1
"Spanish, Street Food, Soups",1
"Pizza, Italian, Mexican, American, Brew Pub, Beer restaurants",1
"Italian, Lombard, Northern-Italian, Brew Pub, Barbecue",1
"Turkish, Lebanese, Mediterranean, Middle Eastern",1
"Cafe, European, British, Healthy, Hungarian",1
"Polish, Seafood, European, Central European, Central Asian",1
"Portuguese, Cafe, Mediterranean, European, Venezuelan, South American",1
"Pizza, Italian, European, Healthy, Neapolitan, Campania, Tuscan, Romana, Lazio, Central-Italian, Southern-Italian",1
"Barbecue, European, Croatian, Pizza",1
"Italian, European, Grill, Romanian",1
"Dutch, Mediterranean, European, Spanish, Catalan",1
"Seafood, Croatian, Steakhouse, Mediterranean, European",1
"Steakhouse, Pizza, Pub, Gastropub",1
"Mediterranean, Healthy, Beer restaurants",1
"Asian, Fusion, Bangladeshi, Indian, Balti, Eastern European",1
"Steakhouse, Mediterranean, European, Portuguese, Barbecue",1
"Italian, Lombard, Northern-Italian, Cafe",1
"Mediterranean, Deli, Romana, Lazio, Central-Italian",1
"Italian, Steakhouse, Deli",1
"Italian, Irish, British, Scottish",1
"Italian, Pizza, Mediterranean, Barbecue, Romana, Lazio, Central-Italian, Deli",1
"European, Hungarian, Healthy, Soups",1
"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Sicilian, Sardinian, Southern-Italian",1
"Bar, European, Pub, International, Barbecue, Fusion",1
"International, Portuguese, Cafe, European, Wine Bar",1
"Austrian, International, Mediterranean",1
"French, European, Romanian, Southern-Italian",1
"Mediterranean, Sushi, Fusion, Japanese, Seafood, European",1
"Bar, European, Pub, Soups, Eastern European, Central European, Hungarian",1
"Italian, Romana, Lazio, Central-Italian, Mediterranean, Healthy, Israeli, Seafood, Middle Eastern",1
"American, Bar, Pizza, Grill, Pub, Street Food",1
"Italian, American, Greek, Eastern European",1
"Peruvian, Latin, Seafood, International, Spanish, Fusion, South American",1
"Sicilian, Southern-Italian, Fast food, Mediterranean, Deli",1
"European, French, Fusion, Portuguese, Central European",1
"Barbecue, Spanish, International, European",1
"Italian, Bar, Seafood, Barbecue, Grill, Pub",1
"Cafe, Fast food, Deli, Grill, Healthy",1
"Sushi, Asian, Polynesian, Japanese Fusion",1
"Grill, Healthy, Soups, Irish",1
"Brew Pub, Diner, Steakhouse, Bar, Croatian",1
"Mediterranean, European, Spanish, Bar, Fast food, Pub",1
"International, Greek, Street Food, Cafe",1
"Mediterranean, Greek, Steakhouse, Bar, Pub, Dining bars",1
"Bar, Pub, Australian, Gastropub",1
"Italian, Mediterranean, Deli, Contemporary, Healthy, Street Food",1
"American, Caribbean, Latin, Venezuelan, South American",1
"Italian, Brew Pub, Wine Bar, Mediterranean, Pub",1
"Italian, Bar, Mediterranean, Deli, Pub, Healthy",1
"French, Belgian, Caribbean, European, Middle Eastern, Pakistani, Jamaican",1
"Seafood, Mediterranean, Romanian, International, European",1
"International, Cafe, European, Hungarian",1
"Deli, Pub, Gastropub, Italian, Mediterranean",1
"Romagna, Italian, Cafe, Seafood, Mediterranean, Emilian, Northern-Italian",1
"Brew Pub, European, Argentinian, Arabic, Italian, South American",1
"Moroccan, Turkish, Middle Eastern, Pakistani",1
"Steakhouse, Bar, Pizza, Pub, Diner",1
"International, European, Diner, Healthy, Croatian",1
"Italian, Spanish, Tuscan, Central-Italian, Mediterranean",1
"Bar, Fast food, Mediterranean, Spanish, Dining bars",1
"American, Fast food, Street Food, Steakhouse, Croatian",1
"Indian, Asian, Portuguese, Nepalese",1
"Chinese, Pizza, Asian, Italian, Seafood",1
"Korean, Asian, Vietnamese",1
"Seafood, Barbecue, Spanish, Gastropub",1
"French, Belgian, Brew Pub, Bar, Barbecue, European, Pub",1
"Irish, Bar, European, Pub, American",1
"Caribbean, Argentinian, Venezuelan, Cuban, South American, Central American",1
"Italian, Brew Pub, Bar, Cafe, Pub, Diner",1
"Brew Pub, Cafe, Fast food, Barbecue, Deli, Pub",1
"Steakhouse, Latin, Bar, Argentinian, Spanish",1
"Polish, Bar, Pizza, European, Pub, Soups",1
"Mediterranean, Contemporary, Emilian, Northern-Italian",1
"International, Wine Bar, Gastropub, Bar, Pub",1
"Austrian, Bar, Cafe, Fast food, Mediterranean, European, Pub",1
"Mediterranean, Healthy, Contemporary, Northern-Italian",1
"Italian, Bar, Sicilian, Southern-Italian, Mediterranean, Pub",1
"Italian, French, Cafe, European, Czech",1
"Mediterranean, Fusion, Healthy, European",1
"Italian, Mediterranean, Romana, Lazio, Apulian, Central-Italian, Southern-Italian",1
"Italian, Mediterranean, Barbecue, Tuscan, Central-Italian, Healthy",1
"Seafood, Mediterranean, European, Tuscan, Central-Italian",1
"Italian, Bar, Cafe, Mediterranean, Pub, Dining bars",1
"International, European, Diner, Wine Bar, Scandinavian, Beer restaurants",1
"Italian, Bar, Cafe, Seafood, Wine Bar",1
"Mexican, Indian, Italian, Mediterranean, European",1
"Italian, European, Neapolitan, Campania, Tuscan, Sicilian, Central-Italian, Southern-Italian",1
"Brew Pub, Street Food, Italian, Bar, Fast food, Pub",1
"Brew Pub, Bar, European, Pub, Gastropub, Lombard, Northern-Italian",1
"Italian, Chinese, Philippine, Pizza, Asian",1
"British, Contemporary, Soups, Scottish",1
"Italian, Cafe, Seafood, Deli, Street Food",1
"Indian, Balti, Middle Eastern, Eastern European, Bangladeshi",1
"Italian, American, Fast food, Greek, Northern-Italian",1
"Pizza, Mediterranean, European, Barbecue, Grill",1
"Steakhouse, Pizza, Fast food, Barbecue, Turkish",1
"Pub, Mediterranean, Spanish, Bar",1
"Italian, Pizza, Seafood, Mediterranean, Cafe, Fast food",1
"Spanish, Argentinian, French, Grill",1
"Barbecue, European, Soups, Eastern European, Croatian, Central European",1
"Barbecue, Grill, Fusion, Middle Eastern",1
"Bar, British, Diner, Gastropub, Soups",1
"American, Steakhouse, Pub, Barbecue",1
"Italian, Polish, European, British, Greek, Hungarian",1
"International, European, Caucasian, Mediterranean",1
"Italian, French, International, British, Bar",1
"American, Bar, Pub, Diner, Barbecue",1
"American, Italian, Bar, Mediterranean, Barbecue, Steakhouse",1
"Bar, Pub, Central European, Romanian, European",1
"Pizza, European, Italian, Seafood, Mediterranean",1
"Indian, Pub, Balti, Bar",1
"Pizza, Fast food, European, Turkish, Middle Eastern",1
"Seafood, Italian, Pizza, Mediterranean, European, Soups, Emilian, Northern-Italian",1
"Cafe, Brew Pub, Bar, Pizza, Spanish, Pub, Wine Bar",1
"Belgian, Brew Pub",1
"Italian, Pizza, Barbecue, Steakhouse, Seafood",1
"Irish, Brew Pub, British, Pub, Scottish",1
"German, European, Romanian, Cafe",1
"British, Pub, Steakhouse, Bar",1
"Steakhouse, Mediterranean, Spanish, Fusion, Healthy, Barbecue",1
"Bar, Barbecue, British, Pub, Diner, Street Food",1
"Asian, Indian, International, Healthy",1
"British, Caribbean",1
"Steakhouse, Spanish, Bar",1
"Italian, Fusion, Sicilian, Sardinian, Southern-Italian",1
"Pub, Gastropub, Lazio, Central-Italian, Beer restaurants, Italian, Mediterranean",1
"Italian, American, Bar, Central American, South American",1
"Moroccan, Mediterranean, Arabic, African, Middle Eastern",1
"Bar, Barbecue, Pub, Brew Pub",1
"Soups, Cafe, European",1
"French, Cafe, Healthy, Argentinian, European",1
"Italian, Bar, Seafood, Mediterranean, European, Pizza",1
"Italian, American, Pizza, Mediterranean, Pub, Gastropub",1
"Pizza, Seafood, Mediterranean, European, Central European",1
"Pub, Street Food, Italian, American, Bar, European, Gastropub",1
"Pizza, Seafood, Emilian, Northern-Italian, Italian, Mediterranean",1
"Cafe, Diner, Healthy, Wine Bar",1
"American, Bar, European, British, Pub",1
"International, Austrian, Pizza, European",1
"Italian, Bar, Pizza, Mediterranean, Cafe, Seafood",1
"Healthy, Mexican, Portuguese, Middle Eastern, Hawaiian",1
"Chinese, Seafood, Healthy, Soups, Central Asian",1
"Seafood, Sushi, Asian, Grill, Japanese Fusion",1
"Fast food, Diner, American, Cafe, Greek",1
"American, Mediterranean, Sushi",1
"Moroccan, International, Mediterranean, Spanish, Deli, Healthy",1
"Italian, Indian, Grill, Bar, Pub",1
"Bar, Mediterranean, Italian, Cafe, European",1
"Italian, Bar, Pizza, Mediterranean, Fast food, Gastropub",1
"Steakhouse, Fast food, Barbecue, Greek, European",1
"Brew Pub, Pizza, Cafe, Wine Bar",1
"Mediterranean, International, Spanish, Central Asian",1
"Steakhouse, Brew Pub, Bar, Pub, Wine Bar, Dining bars",1
"International, European, Wine Bar, Soups, Dining bars",1
"Italian, Pizza, Seafood, Greek, Mediterranean",1
"German, Bar, Barbecue, Pub, Brew Pub, European",1
"Grill, Eastern European, Romanian, Bar, Pub, European",1
"Mediterranean, European, Wine Bar, Eastern European, Croatian, Central European",1
"Mexican, American, Pizza, European, Asian",1
"Pizza, Fast food, Irish",1
"Italian, Pizza, Fast food, Mediterranean, Diner, Street Food",1
"American, Barbecue, Italian, Mexican, Steakhouse, Diner, South American, Central American",1
"Italian, British, Scottish, Cafe, Soups",1
"Italian, Pub, Wine Bar, Mediterranean",1
"Bar, Spanish, Diner, Mediterranean, European, Pub",1
"American, British, Bar, Pub, Scottish",1
"Mediterranean, Deli, Pub, Portuguese, Wine Bar, Gastropub",1
"Polish, Bar, European, Pub, International",1
"Mexican, American, Latin, Spanish, Fusion, South American, Central American",1
"Belgian, Asian, Thai, European",1
"Italian, French, Polish, International, European, Pub, Gastropub",1
"Steakhouse, Bar, Fast food, Barbecue, Brew Pub",1
"Belgian, Bar, European, Spanish, Contemporary",1
"Deli, Contemporary, Gastropub, European, Dining bars",1
"Chinese, Asian, Japanese, Japanese Fusion",1
"Italian, Pizza, Fast food, Mediterranean, Catalan",1
"Japanese, Sushi, Asian, Soups, Fast food",1
"Italian, Pizza, Sushi, Fusion, Street Food",1
"Bar, Cafe, Italian, Austrian, European, Deli, Pub",1
"European, Danish, French, Mediterranean, Scandinavian",1
"Italian, European, Central European, Mediterranean, Barbecue, Wine Bar",1
"Italian, Pizza, Barbecue, International, European",1
"Fusion, Portuguese, Arabic",1
"Asian, Soups, Fast food",1
"Chinese, Fast food, Asian, Japanese, Korean, Fusion, Singaporean",1
"Healthy, Street Food, Mediterranean",1
"Indian, Pakistani, Bar, Grill, Pub, Middle Eastern",1
"American, Fast food, Asian, Turkish",1
"Chinese, Japanese, Seafood, Sushi, Asian, Middle Eastern, Contemporary, Fusion",1
"Bar, Mediterranean, European, Pub, Healthy, Portuguese",1
"Brew Pub, Bar, Cafe, Fast food, European, Pub",1
"American, Eastern European, European",1
"Irish, European, Steakhouse, Seafood",1
"Romagna, Italian, Emilian, Northern-Italian",1
"Bar, Spanish, Diner, Soups, Steakhouse, Mediterranean",1
"Peruvian, Bar, Cafe, Mediterranean, Pub, Fusion, South American",1
"Bar, Fast food, Turkish, Wine Bar",1
"Italian, Japanese, Caribbean, Spanish, Jamaican",1
"Italian, Pizza, Mediterranean, Barbecue, Deli, Neapolitan, Campania, Southern-Italian",1
"Spanish, Fusion, Gastropub, Bar, Cafe, Mediterranean",1
"Steakhouse, Pizza, Mediterranean, Central-Italian",1
"Italian, Mediterranean, Deli, Wine Bar, Gastropub",1
"Contemporary, Cafe, European, Portuguese, Wine Bar",1
"Italian, French, American, Spanish, Japanese sweets parlour",1
"Lebanese, Moroccan, International, Grill, Middle Eastern, Mediterranean, Soups",1
"Italian, Japanese, Mediterranean, Sushi, European, Spanish, Asian, Thai",1
"Steakhouse, European, Scandinavian, Danish, Grill",1
"Spanish, Bar, Deli, Healthy, Wine Bar, Gastropub",1
"Steakhouse, Italian, Brazilian, Pizza, Grill",1
"Mediterranean, Spanish, Steakhouse, Southern-Italian, Catalan",1
"Italian, Brew Pub, Pub, Street Food",1
"Grill, Contemporary, Portuguese",1
"French, Seafood, Mediterranean, Deli, Wine Bar",1
"Gastropub, Scandinavian, Danish",1
"Italian, American, Brazilian, Barbecue, South American, Campania, Southern-Italian",1
"Central European, Belgian, European",1
"Pizza, Grill, Sardinian, Southern-Italian, Italian, Seafood",1
"Indian, Moroccan, Latin, Mediterranean, Spanish, Healthy",1
"Steakhouse, Barbecue, Italian, Mediterranean, Healthy, Tuscan, Central-Italian",1
"Mediterranean, Healthy, Portuguese, International, Fusion",1
"Pizza, Fast food, Grill, Street Food, Croatian",1
"Italian, Pub, Southern-Italian, Fast food",1
"Barbecue, Catalan, Dining bars, Mediterranean",1
"American, Turkish, Middle Eastern",1
"Deli, Contemporary, Street Food, Cafe",1
"Seafood, Mediterranean, Barbecue, Healthy",1
"Italian, Mexican, Mediterranean, Barbecue, Spanish",1
"Grill, Belgian, Greek, European",1
"Italian, Pizza, Seafood, European, Lombard, Northern-Italian, International, Mediterranean",1
"Italian, Bar, Pizza, Pub, Diner, Campania, Southern-Italian",1
"Italian, Steakhouse, Bar, Pizza, Mediterranean, Barbecue, Tuscan, Central-Italian",1
"French, Polish, European, American",1
"Italian, British, Greek",1
"Italian, Seafood, Mediterranean, European, Sicilian",1
"Italian, Pizza, Grill, Balti",1
"Greek, Armenian, Barbecue, Eastern European",1
"Bar, Chinese, Asian",1
"Austrian, Cafe, European, Central European, International",1
"Southern-Italian, Seafood, Mediterranean, Neapolitan, Campania",1
"Steakhouse, European, Greek, Grill, Diner",1
"Cafe, Italian, Bar, Pizza, Mediterranean, Pub",1
"Steakhouse, Belgian, European, Wine Bar",1
"Mexican, Latin, Central American, Southwestern",1
"Italian, Grill, Pizza, Seafood, Wine Bar",1
"Cafe, Seafood, European, British, Contemporary",1
"Pub, Gastropub, Steakhouse",1
"Italian, Pizza, Seafood, Deli, Northern-Italian",1
"French, Belgian, European, Mediterranean, Spanish",1
"Cafe, International, Barbecue, European, Spanish",1
"Italian, Wine Bar, Ligurian, Northern-Italian, Seafood, Mediterranean",1
"Cafe, British, Italian, European",1
"American, Steakhouse, Bar, Barbecue, Italian, Brew Pub",1
"Cafe, Mediterranean, Deli, Healthy, Street Food",1
"Bar, British, Pub, Healthy, Contemporary",1
"American, Bar, Barbecue, Gastropub",1
"Greek, Turkish, Mediterranean",1
"Seafood, Italian, Pizza, Mediterranean, Healthy, Neapolitan, Campania, Southern-Italian",1
"French, Belgian, Healthy, Soups",1
"Italian, Lombard, Northern-Italian, Pizza, Mediterranean",1
"Indian, Southwestern, Northern-Italian",1
"Italian, Seafood, Emilian, Northern-Italian, Mediterranean, Barbecue",1
"Italian, Bar, Mediterranean, British, Pub",1
"Bar, Italian, American, British, Pub, Scottish",1
"Pizza, Street Food, Southern-Italian",1
"European, Polish, Bar, Contemporary, Pub, Central European",1
"Steakhouse, European, Central European, Contemporary, Dining bars",1
"American, Cafe, European, Contemporary, Healthy",1
"European, Steakhouse, International, Mediterranean",1
"African, Cafe, Italian, German, Dutch, European",1
"Cafe, Italian, South American, Colombian",1
"Contemporary, Fast food, Spanish, Wine Bar",1
"Polish, Bar, European, Pub, Central European, Brew Pub, Fusion, Gastropub",1
"Spanish, Bar, Fast food, Street Food",1
"Cafe, Deli, Diner, Medicinal foods",1
"Fast food, Wine Bar, Sicilian, Southern-Italian, Italian",1
"Steakhouse, Bar, Seafood, Mediterranean, Greek",1
"International, Spanish, Brazilian, Mediterranean, European, Middle Eastern, Central European, South American",1
"Italian, International, British, Sardinian, Southern-Italian",1
"Greek, Italian, Cafe, Mediterranean, Fusion",1
"European, Deli, Contemporary, Street Food, Czech",1
"French, Bar, Mediterranean, Pub, Fusion",1
"Cafe, Contemporary, Gastropub",1
"Portuguese, European, Spanish, Wine Bar",1
"Italian, Austrian, Pizza, International, European",1
"Bar, Cafe, British, Street Food",1
"Street Food, Spanish, Deli",1
"Brew Pub, Pub, Italian, Bar, Pizza, European",1
"Mexican, American, Mediterranean, Healthy, Catalan",1
"Italian, Seafood, International, Fusion, Northern-Italian",1
"Central-Italian, Italian, Seafood, Healthy, Mediterranean",1
"Steakhouse, Brew Pub, European, Pub, Portuguese, Wine Bar",1
"Chinese, Thai, Fujian, Central Asian",1
"Italian, Pizza, Mediterranean, Northern-Italian, Dining bars, Seafood",1
"Fast food, Mediterranean, Grill, Diner, Southern-Italian",1
"Brazilian, Portuguese, Cafe, European, South American",1
"Italian, British, Scottish, Seafood, Mediterranean, Pub",1
"Scottish, Bar, Seafood, European, British, Pub",1
"Mediterranean, European, British, Turkish, Cafe",1
"Fast food, Turkish, Pizza, Middle Eastern, Pakistani",1
"Chinese, Japanese, European, Asian, Thai",1
"Steakhouse, Barbecue, Croatian, Mediterranean, European",1
"Italian, Mediterranean, European, Fusion, Portuguese",1
"Irish, International, Gastropub",1
"Indian, Gastropub, Bar",1
"African, Pizza, Fast food, European, Grill, Hungarian, Street Food, Soups",1
"Steakhouse, Italian, Mediterranean, Barbecue, Healthy, Grill",1
"Irish, Bar, Soups, Pub",1
"Mediterranean, European, International, Gastropub",1
"International, Mediterranean, Healthy, Soups",1
"French, Steakhouse, Mediterranean, Barbecue, Portuguese",1
"Fast food, Deli, Southern-Italian",1
"Cafe, Italian, Bar, Deli",1
"Italian, Seafood, Mediterranean, Cuban, Caribbean",1
"Italian, Pizza, Grill, Bar, Seafood, Mediterranean",1
"Italian, Seafood, Mediterranean, Barbecue, Steakhouse, Wine Bar",1
"American, Bar, Fast food, Pub, South American",1
"Seafood, Mediterranean, European, Soups, Croatian, Central European",1
"Cafe, Contemporary, Venezuelan, South American",1
"Italian, Steakhouse, Barbecue, Grill, Neapolitan, Campania, Southern-Italian",1
"Italian, French, Seafood, Mediterranean, European, Sicilian, Southern-Italian",1
"Italian, Gastropub, Pizza, Mediterranean",1
"Mediterranean, European, Spanish, Turkish, Greek",1
"Moroccan, International, Mediterranean, Arabic",1
"Italian, Pizza, Mediterranean, Steakhouse, Seafood",1
"Pizza, Mediterranean, European, Greek, Swedish",1
"Italian, Tuscan, Central-Italian, Seafood, Fast food, Deli",1
"Seafood, Deli, European, Swedish, Scandinavian",1
"Hungarian, Italian, European, Central European",1
"Polish, European, Italian, Grill",1
"Street Food, Sicilian, Southern-Italian, Italian, Seafood, Fast food, Mediterranean",1
"Chinese, Japanese, Asian, Street Food, Malaysian, Thai",1
"Brazilian, Peruvian, Seafood, Japanese Fusion, Healthy",1
"Spanish, Contemporary, European, International",1
"Italian, Polish, European, Street Food",1
"Italian, Bar, Seafood, Mediterranean, Barbecue, European, Contemporary",1
"Mediterranean, Italian, Cafe, Greek",1
"Bar, Seafood, Spanish, Pub, Dining bars",1
"Italian, Mediterranean, Spanish, Tunisian, Seafood, Sicilian, Southern-Italian",1
"European, Grill, Scandinavian, Cafe, Soups",1
"Italian, Fusion, Healthy, Soups",1
"European, Pizza, Italian, Mediterranean, Spanish",1
"Cafe, Healthy, International, European",1
"Cafe, Guatemalan, Costa Rican, Mexican, African, South American, Ethiopian",1
"American, Greek, Deli",1
"Czech, International, European, Grill",1
"American, Barbecue, Grill, Mexican, Southwestern",1
"Italian, Pub, Pizza, Central-Italian",1
"Bar, Cafe, Fast food, Spanish, Deli, Pub",1
"Mediterranean, European, Brew Pub, International",1
"International, European, Deli, Contemporary, Eastern European, Central European, Hungarian",1
"European, British, Soups, Contemporary",1
"Bar, Cafe, Fast food, Pub, Wine Bar, Italian",1
"Italian, Barbecue, Grill, Pizza",1
"Mediterranean, Spanish, Cafe, Diner, Wine Bar",1
"Greek, Mediterranean, Contemporary, Healthy",1
"Italian, International, Asian, Cafe",1
"Italian, French, European, British, Romanian",1
"Contemporary, Steakhouse, Fast food, Spanish, Diner",1
"Chinese, Japanese, International, Asian",1
"Sushi, European, Japanese, Thai, Vietnamese",1
"British, Gastropub, Irish",1
"French, American, European, Greek, Australian",1
"Spanish, Barbecue, Seafood",1
"Italian, French, Mediterranean, Argentinian, Romanian, European",1
"Irish, European, British, Beer restaurants",1
"International, Healthy, Cafe, European, Contemporary",1
"Italian, French, Chinese, African",1
"Italian, European, Apulian, Northern-Italian, Central-Italian, Southern-Italian",1
"German, Bar, European, Grill, Pub, Beer restaurants, Polish, Barbecue",1
"Scandinavian, European, British, Swedish, Danish, Norwegian",1
"Brew Pub, Pub, Czech, European, Central European",1
"Sushi, Asian, Vietnamese, Indonesian",1
"Bar, Seafood, Pub, Sicilian, Southern-Italian",1
"French, Cafe, European, Croatian",1
"Cafe, Mediterranean, Greek, Diner, Healthy",1
"European, Russian, Latvian, Eastern European",1
"Pizza, Seafood, Soups, Mediterranean",1
"Steakhouse, Bar, Spanish, Diner",1
"Cafe, Spanish, Bar, Diner",1
"Brew Pub, Pizza, Seafood, Grill, Pub, Italian, Barbecue, Mediterranean",1
"Italian, American, Mediterranean, Spanish, Thai",1
"Italian, French, Spanish, European, Wine Bar, Central European",1
"Italian, Latin, Bar, Pub, Fast food, Barbecue",1
"Chinese, Sushi, Fusion, Asian, Healthy, Japanese, Seafood",1
"Steakhouse, Fast food, Pub, Gastropub, Italian, Brew Pub, Bar, Mediterranean",1
"Bar, Sushi, Contemporary, Pub, Fusion, Healthy",1
"Egyptian, Arabic",1
"Pizza, International, Mediterranean, European, Street Food",1
"European, Portuguese, International, Contemporary, Soups",1
"Mexican, Steakhouse, Bar, Grill",1
"Cafe, European, British, Fusion, Scottish, Scandinavian",1
"Italian, Pizza, Seafood, Mediterranean, European, Dining bars",1
"Italian, Mediterranean, European, Wine Bar, Soups, Sicilian, Southern-Italian",1
"Middle Eastern, Romana, Lazio, Central-Italian",1
"Italian, Seafood, Mediterranean, Wine Bar, Southern-Italian",1
"Italian, Mediterranean, Wine Bar, Central-Italian, Seafood, Tuscan",1
"American, Barbecue, Street Food, South American",1
"Pizza, Italian, Steakhouse, Dining bars",1
"Spanish, Bar, Cafe, International, Healthy, Wine Bar",1
"Italian, Neapolitan, Campania, Southern-Italian, Steakhouse, Mediterranean, Barbecue, Pub, Dining bars",1
"Pub, Gastropub, Southern-Italian, Beer restaurants",1
"Irish, European, Grill, Wine Bar",1
"Italian, British, Deli, Fast food",1
"Pizza, Greek, Diner, Street Food, Beer restaurants",1
"Georgian, International",1
"European, Pub, Healthy, Soups, Central European",1
"Italian, Pizza, Seafood, Mediterranean, Barbecue, Soups, Emilian, Northern-Italian",1
"American, Irish, Barbecue",1
"Lebanese, Seafood, Mediterranean, Spanish, Diner, Healthy",1
"Seafood, Hawaiian, Dining bars",1
"Mexican, Fast food, Contemporary, Healthy, Street Food",1
"Italian, Mediterranean, Healthy, European",1
"Pub, Gastropub, International, European, Swedish",1
"American, Belgian, Moroccan, Mediterranean, European",1
"Swedish, Bar, European, Scandinavian, International",1
"Bar, Cafe, Pub, Diner, Southern-Italian",1
"Pizza, Soups, Southern-Italian, Italian, Mediterranean",1
"Brazilian, South American, Japanese Fusion",1
"Italian, Bar, Mediterranean, Pub, Wine Bar, Cafe",1
"Italian, Barbecue, Steakhouse, Brew Pub, Bar, Grill",1
"Italian, Mediterranean, Mexican, Seafood",1
"Pizza, Argentinian, Fast food, South American",1
"Sushi, Japanese, Asian, Chinese, Middle Eastern",1
"Mediterranean, Italian, Seafood, Greek, Soups",1
"Pizza, Neapolitan, Campania, Southern-Italian, Medicinal foods",1
"Belgian, Polish, European, Asian",1
"European, Portuguese, Beer restaurants, International, Contemporary",1
"Italian, International, Contemporary, Street Food",1
"Italian, Mediterranean, Diner, Wine Bar, Seafood",1
"American, Bar, Brew Pub, Gastropub, Street Food",1
"Bar, International, European, British, Wine Bar, Cafe",1
"Cajun & Creole, Italian, Mediterranean",1
"Italian, Bar, Fast food, Pub, Apulian, Southern-Italian",1
"Italian, Healthy, Mediterranean, Deli, Grill",1
"Italian, Seafood, Mediterranean, European, Tuscan, Romana, Lazio, Sicilian, Sardinian, Central-Italian, Southern-Italian",1
"Spanish, Bar, Cafe, Fast food, International, Pub",1
"Deli, Wine Bar, Spanish",1
"Chinese, Seafood, Sushi, Thai, Asian",1
"Indian, Mediterranean, Thai, British, Turkish",1
"Brew Pub, Pizza, Pub, Gastropub, Italian, Barbecue",1
"Chinese, Seafood, Asian, Healthy, Beijing cuisine",1
"Steakhouse, Pizza, Greek, Contemporary, Diner, Mediterranean",1
"Mediterranean, Asian, Turkish, Middle Eastern, Persian, Arabic",1
"Pizza, Mediterranean, Gastropub, Italian, Romana, Lazio, Central-Italian",1
"Grill, Italian, Bar, Pizza, International, Pub",1
"Mexican, American, Fast food, Grill, Beer restaurants",1
"Cafe, European, Deli, Scandinavian, Caucasian",1
"Bar, Italian, Soups",1
"Brazilian, Barbecue, Portuguese, Steakhouse, European",1
"Seafood, Healthy, European, Scandinavian",1
"Seafood, Mediterranean, Contemporary, Lazio, Central-Italian",1
"Italian, Pizza, Pub, Deli",1
"Tuscan, Romana, Lazio, Central-Italian, Mediterranean, Deli",1
"Brew Pub, Pub, Diner, Gastropub, Bar, British",1
"Mediterranean, Italian, Pizza, Central-Italian, Southern-Italian",1
"American, Asian, Malaysian",1
"Italian, Seafood, Pizza, Cafe, Mediterranean, Calabrian, Southern-Italian",1
"Mediterranean, Greek, Deli, Grill",1
"Italian, Pizza, Mediterranean, European, Tuscan, Romana, Lazio, Sicilian, Sardinian, Central-Italian, Southern-Italian",1
"Italian, Cafe, Barbecue, Gastropub",1
"European, Croatian, Bar, Contemporary",1
"Israeli, Cafe, British, Deli",1
"Bar, Cafe, European, Contemporary, Portuguese",1
"Spanish, Healthy, Street Food, South American",1
"Spanish, Contemporary, Bar, Fast food",1
"Italian, Mexican, American, European, Asian",1
"Italian, Polish, International, European, Diner, Dining bars",1
"Bar, Fast food, Healthy, Street Food",1
"Italian, Bar, Mediterranean, European, Romana, Lazio, Central-Italian, Fusion",1
"Mediterranean, Spanish, Steakhouse, Pizza, Cafe",1
"Street Food, Italian, British",1
"Healthy, Indian, Pizza",1
"Diner, Mediterranean, Spanish, Bar, Cafe",1
"Mexican, Steakhouse, Mediterranean, Greek",1
"Italian, Caribbean, European, Cuban",1
