restaurant_name,country_name,city_name,cuisines
Le Café des Artistes,France,Egletons,"French, Fast food, International"
Les Remparts,France,Egletons,"French, European"
Restaurant Papilles et pupilles,France,Egletons,French
Le Sucre Sale,France,Egletons,"French, European"
Le 19 Vin,France,Egletons,French
Un Coin De Campagne,France,Egletons,
Vie la Joie,France,Venoy,"Pub, Gastropub"
Moulin de la Coudre,France,Venoy,"French, European"
McDonald's,France,Venoy,"American, Fast food"
Columbus Cafe & Co,France,Venoy,"French, American, Cafe"
PAUL,France,Venoy,
BP,France,Venoy,
Taberna Portuguesa,France,Venoy,"European, Portuguese"
L'Arche,France,Venoy,French
O'Gastos,France,Saint Saturnin les Avignon,French
L'Amitie,France,Saint Saturnin les Avignon,
Pizza Jo,France,Saint Saturnin les Avignon,Pizza
Restaurant Provençal La Margelle,France,Saint Saturnin les Avignon,"French, Mediterranean, European"
Chez Mickey's Et Coco,France,Saint Saturnin les Avignon,Pizza
Les Marnières,France,Saint Saturnin les Avignon,French
monopolis,France,Saint Saturnin les Avignon,French
Chez Marie,France,Saint Saturnin les Avignon,French
Le Four À Pizza,France,Saint Saturnin les Avignon,Italian
Fromagerie Crémerie Rouet,France,Brissac-Quince,French
Le Bystrot brissac,France,Brissac-Quince,"French, Grill, Gastropub"
L'Ardoise,France,Brissac-Quince,"French, European, Wine Bar"
Aux 2 Terrasses,France,Brissac-Quince,"French, European, Grill"
Restaurant Le Farfadet,France,Creully,"French, Pizza, European"
Hostellerie Saint Martin,France,Creully,"French, European"
Restaurant Le Relays du Chasteau,France,Brousse-le-Chateau,French
Le 1150,France,Vieille-Brioude,French
Pizzeria Le Val D Allier,France,Vieille-Brioude,"Italian, French"
Les Glycines,France,Vieille-Brioude,"French, European"
La Table de Meursac,France,Meursac,"French, European"
La Tuffière,France,Vuillafans,French
Bar Restaurant Le Tilleul,France,Vuillafans,French
Thierry Bouchon Lyonnais,France,Messimy,French
Le Kaloubadya,France,La Palme,
L'Echo des Saisons,France,La Palme,"French, Mediterranean, European"
La Pacheyrasso,France,La Palme,French
Le Comptoir des Tontons,France,La Palme,"French, Mediterranean, European, International, Portuguese"
salin de la palme,France,La Palme,"Mediterranean, European, Grill"
L'Atrium de Sully,France,Sully-sur-Loire,French
Le Trevi,France,Sully-sur-Loire,"Italian, French, European"
La Pétrie,France,Sully-sur-Loire,French
Au P'tit Bonheur,France,Sully-sur-Loire,
La Rose Blanche,France,Sully-sur-Loire,"Moroccan, Mediterranean, Middle Eastern"
Le Cafe des Arts,France,Sully-sur-Loire,"Italian, French, European"
Castle Tavern,France,Sully-sur-Loire,"French, Bar, Pub"
Ayrole Jean-Francois,France,Sully-sur-Loire,
Hostellerie Du Grand Sully,France,Sully-sur-Loire,"French, European"
Casa Nicoletti La Rome Antique,France,Sully-sur-Loire,"Italian, Mediterranean, European"
Aux P'tits Oignons,France,Sully-sur-Loire,"French, European"
Entre Loire et Sologne,France,Sully-sur-Loire,"French, European, Gastropub"
La Navigue,France,Sully-sur-Loire,
Mad'moiselle Breizh,France,Plougasnou,French
La Maison de Kerdies,France,Plougasnou,"French, European"
Abracadabar,France,Plougasnou,
Casa del Mar,France,Plougasnou,French
Le Radeau,France,Plougasnou,"Pizza, Italian, French, European"
La Cameline,France,Plougasnou,"French, European"
Primel Cafe,France,Plougasnou,"French, Healthy"
La Part Des Anges,France,Plougasnou,French
Hotel De France Restaurant,France,Plougasnou,French
Au Gouter Breton,France,Plougasnou,French
Creperie Les Embruns,France,Plougasnou,French
Restaurant Chez Loic,France,Plougasnou,French
L'Auberge du Clocher,France,Sainte-Croix,French
Buvette du Sollier,France,Sainte-Croix,French
Auberge des Mousquetaires,France,Sainte-Croix,French
Les Coteaux Du Lac,France,Chemille-sur-Indrois,French
Brasserie Carpe Diem,France,Chemille-sur-Indrois,"French, Dining bars"
Brasserie Carpé Diem,France,Chemille-sur-Indrois,Dining bars
Le Moulin de Chaudé,France,Chemille-sur-Indrois,"French, European"
Restaurant  le  Mythic,France,Saint-Jean-de-Maruejols-et-Avejan,French
L'Ephemere Guinguette,France,Lacroix-Falgarde,French
Le Bellevue,France,Lacroix-Falgarde,"French, European"
Verte Campagne,France,Lacroix-Falgarde,"French, European"
Entre Terre Et Mer,France,Renescure,French
La Table de Romain,France,Renescure,French
L'Hostellerie Provencale,France,Port-Cros,French
Sun Bistro,France,Port-Cros,"Italian, French, Bar, Mediterranean, European"
La Trinquette,France,Port-Cros,"French, Seafood, Mediterranean, European"
L'Anse de Port-Cros,France,Port-Cros,French
Hotel-Restaurant le Manoir de Port-Cros,France,Port-Cros,"French, Mediterranean"
La Bohème,France,Ile du Levant,"Italian, French"
Le Gecko,France,Ile du Levant,"French, Grill, Seafood"
La Palmeraie,France,Ile du Levant,"French, European"
La Fourmi Du Levant,France,Ile du Levant,"French, Mediterranean, European"
Le Gambaro,France,Ile du Levant,"French, Mediterranean, European"
Le Minimum,France,Ile du Levant,"French, European"
Heliotel,France,Ile du Levant,"French, European"
Auberge de Montpoupon,France,Cere La Ronde,French
Le Cafe Cere,France,Cere La Ronde,French
Eslem Kebab,France,Ardres,"Middle Eastern, Fast food, Turkish"
Restaurant Chez Fanny,France,Ardres,"French, European"
Eurolac,France,Ardres,French
Le Cozy Coza,France,Ardres,French
Le Saxhorn,France,Ardres,"French, Brew Pub, Cafe, Pub"
Le Vivier,France,Ardres,"French, Pub"
O'Tavernier,France,Ardres,French
Le Cottage du Lac,France,Ardres,French
Au Sup'air Costo,France,Ardres,French
La Pelle à Pizza,France,Ardres,"Italian, Pizza"
L'authentique,France,Ardres,"French, European, Fusion, Gastropub"
La Maison Du Chef,France,Ardres,"French, Gastropub, European"
Bistrot La Petite Poste,France,Corps,"French, European"
Le napoleon,France,Corps,Dining bars
Hotel de la Poste,France,Corps,"French, European"
o’Lamparo,France,Barrettali,"French, Mediterranean, European, Healthy"
Hotel Marinella Restaurant,France,Barrettali,"French, European"
La Grotte,France,Rostrenen,"Italian, French, Pizza, European"
Ti Devine's,France,Rostrenen,Irish
Le Tison,France,Rostrenen,French
Henri 4 Restaurant,France,Rostrenen,"French, Bar, Seafood, Deli, Pub, Dining bars"
La Rozell,France,Rostrenen,French
Pizzeria le Kumquat,France,Rostrenen,"Italian, Pizza, European"
Kebab D'or,France,Rostrenen,Fast food
Le Bistrot qui Coz,France,Rostrenen,"French, European, Deli, Contemporary"
Le Saint Andre,France,Saint-Andre-de-Lidon,European
Restaurant Le Bellevue,France,Cambo les Bains,"French, European"
Hotel Cafe du Trinquet,France,Cambo les Bains,"French, Cafe"
Hôtel Restaurant Bellevue,France,Cambo les Bains,French
La Grillandiere,France,Cambo les Bains,French
Salon Cyrano,France,Cambo les Bains,"French, Cafe"
Restaurant La Cantine Hotel Laurent Rodriguez,France,Cambo les Bains,"French, European, Pizza"
Au dejeuner sur l'herbe,France,Cambo les Bains,"French, European"
auberge chez tante ursule,France,Cambo les Bains,"French, European"
Patisserie Bonneau,France,Cambo les Bains,"Bar, Cafe, Pub"
Brasserie Le Central,France,Cambo les Bains,"French, European, Spanish"
Le Pavillon Bleu,France,Cambo les Bains,"European, French"
Don Talo,France,Cambo les Bains,Pizza
Cafe de la Mairie,France,Cambo les Bains,"French, Cafe, Spanish"
Le CHANTECLER,France,Cambo les Bains,"French, European"
Bodega Pil Pil,France,Cambo les Bains,"French, Bar, Pub"
Restaurant le chiquito,France,Cambo les Bains,"French, Bar, European, Gastropub"
le xurrasco,France,Cambo les Bains,"European, Portuguese"
Cafe des Allees,France,Cambo les Bains,"French, Bar, Pub"
Le Barenton,France,Beignon,French
Morgane de crêpes,France,Beignon,
Aux Délices des Rois,France,Beignon,French
Le Chaudron De L'Aff,France,Beignon,French
Le Jardin Romain,France,Saint-Nectaire,French
Le Rocher,France,Saint-Nectaire,"Italian, Pizza, European, French"
Les 4 Feuilles,France,Saint-Nectaire,
Le Bistrot de Sharlie,France,Saint-Nectaire,French
restaurant Le Dolmen,France,Saint-Nectaire,French
Le Relais de Sennecterre,France,Saint-Nectaire,"French, Bar, European"
Les Baladins,France,Saint-Nectaire,"French, European"
Auberge de l'Ane,France,Saint-Nectaire,French
Les Epicurieuz,France,Saint-Nectaire,"Bar, Cafe, Fast food, Pub"
Auberge La Grange Alphonse,France,Saint-Nectaire,French
L'Hermitage Restaurant,France,Saint-Nectaire,"French, European"
Mercure Hotel,France,Saint-Nectaire,"French, European"
La bonne carte,France,Saint-Nectaire,"Pub, Gastropub"
Les 4 feuilles,France,Saint-Nectaire,French
Hotel - Restaurant Regina,France,Saint-Nectaire,French
La Table de Marysam,France,Messac,French
L'Escale Pizzeria,France,Messac,"Italian, French"
La Minoterie,France,Messac,"French, European"
L'Évasion Créole,France,Pont-de-Vaux,Cajun & Creole
Bistrot 1900 Ain,France,Pont-de-Vaux,European
Pizza Nova,France,Pont-de-Vaux,"Pizza, Italian"
Le Renouveau Bar/Restaurant,France,Pont-de-Vaux,French
La P'tite Bouffe,France,Pont-de-Vaux,"Italian, Pizza, French"
Le Retro,France,Pont-de-Vaux,
La Roue des Pizzas,France,Pont-de-Vaux,
Le Raisin,France,Pont-de-Vaux,"French, European"
Hotel Restaurant Les Platanes,France,Pont-de-Vaux,"French, European"
Le 1900 Ain,France,Pont-de-Vaux,French
Au Cochon Rouge,France,Pont-de-Vaux,French
Hotel du commerce,France,Pont-de-Vaux,French
Pizzeria Grill Crispiz,France,Pont-de-Vaux,"Italian, Pizza, French"
Bds Cafe des Sports,France,Pont-de-Vaux,French
l'Anatolie,France,Pont-de-Vaux,"Middle Eastern, Fast food, Turkish"
Le Barrage,France,Saint-Savinien,"French, Bar, Pub"
Le Saint Savinien,France,Saint-Savinien,"French, European"
La Taverne du Lac,France,Sainte-Croix-du-Verdon,"Brew Pub, Bar, Cafe, Fast food, Pub"
Snack Du Jas,France,Sainte-Croix-du-Verdon,"Bar, Pizza, Cafe, Fast food, Street Food, French"
Le comptoir,France,Sainte-Croix-du-Verdon,"French, European"
Les Terrasses du Lac,France,Sainte-Croix-du-Verdon,"French, Mediterranean, European"
L'Actuel Cote Lac,France,Sainte-Croix-du-Verdon,"French, Mediterranean, European"
Lac Loc,France,Sainte-Croix-du-Verdon,
la guarrigue,France,Sainte-Croix-du-Verdon,French
Le Petit Port,France,Sainte-Croix-du-Verdon,"French, Fast food"
Le Moulin du Roc - Ròda,France,Champagnac de Belair,"French, European"
The Regent's Park,France,La Garenne-Colombes,French
Spark's,France,La Garenne-Colombes,"American, Bar, European, Gastropub, French, Pub"
Chez Bibi,France,La Garenne-Colombes,"French, Pub, Gastropub"
Eurasia,France,La Garenne-Colombes,Chinese
LA Diva,France,La Garenne-Colombes,"Italian, Pizza"
Naga Sushi,France,La Garenne-Colombes,"Chinese, Japanese, Thai"
Sarrail,France,La Garenne-Colombes,"Lebanese, Middle Eastern, Mediterranean"
La Voglia Pazza,France,La Garenne-Colombes,Italian
Etoile du Kashmir,France,La Garenne-Colombes,"Middle Eastern, Pakistani"
Pizza Cambon,France,La Garenne-Colombes,"Pizza, Italian"
Auberge du 14 juillet,France,La Garenne-Colombes,
Domino's Pizza,France,La Garenne-Colombes,Pizza
2.A.A.,France,La Garenne-Colombes,
Klass'Food,France,La Garenne-Colombes,
Le O11ZE Bis,France,La Garenne-Colombes,
Le Greenwich,France,La Garenne-Colombes,"French, Cafe, Fast food"
Nostrum,France,La Garenne-Colombes,"French, Cafe, Fast food, European"
o11ze,France,La Garenne-Colombes,
Royal Food,France,La Garenne-Colombes,
Au Coin Fleuri,France,La Garenne-Colombes,
Fleur de Beyrouth,France,La Garenne-Colombes,"Lebanese, Mediterranean"
Le Petit Braise,France,La Garenne-Colombes,
Le Show Room du Chef Nadia Khemir,France,La Garenne-Colombes,"French, Mediterranean, Deli, Contemporary, Pub, Gastropub"
Maboul,France,La Garenne-Colombes,"Moroccan, Mediterranean, Middle Eastern, Tunisian, Arabic, Algerian"
Wine o'clock,France,La Garenne-Colombes,"Wine Bar, Dining bars"
Le Patio,France,La Garenne-Colombes,
Resto Paradis,France,La Garenne-Colombes,
La cantinerie,France,La Garenne-Colombes,
Ben & Ben,France,La Garenne-Colombes,
Le Saint-Joseph,France,La Garenne-Colombes,"French, European"
Les Marines,France,La Garenne-Colombes,French
Le Coq,France,La Garenne-Colombes,French
Capriccio,France,La Garenne-Colombes,"Italian, European"
Tokushima,France,La Garenne-Colombes,"Japanese, Asian"
Montecatini,France,La Garenne-Colombes,"Italian, Pizza, European"
Pâtisserie Nicolas Bernardé,France,La Garenne-Colombes,French
O11ZE,France,La Garenne-Colombes,French
Istanbul,France,La Garenne-Colombes,"Turkish, Middle Eastern"
SunShine sushi,France,La Garenne-Colombes,"Japanese, Sushi, Asian"
Fleur De Sel,France,La Garenne-Colombes,"European, Grill"
Olympique 1924,France,La Garenne-Colombes,French
S comme Sushi,France,La Garenne-Colombes,"Japanese, Asian, Sushi"
La Toscana,France,La Garenne-Colombes,"Italian, Pizza"
La Toscana,France,La Garenne-Colombes,"Italian, Pizza"
Boulangerie Patisserie la Garenne Colombes,France,La Garenne-Colombes,French
Le Cardinal,France,La Garenne-Colombes,"French, European"
Aux Savoyards,France,La Garenne-Colombes,"French, Deli"
Le Mederic,France,La Garenne-Colombes,French
La Fontaine,France,La Garenne-Colombes,
Aux petits carreaux,France,La Garenne-Colombes,French
Resto V,France,La Garenne-Colombes,
DELICES D'ASIE,France,La Garenne-Colombes,
Villa de Chine,France,La Garenne-Colombes,"Chinese, Asian"
Cafe Plaisance,France,La Garenne-Colombes,"French, Bar, Cafe, Pub"
Unagi,France,La Garenne-Colombes,"Japanese, Asian, Sushi"
Bar  B-Q,France,La Garenne-Colombes,
Restaurant Traditionnel,France,La Garenne-Colombes,"French, Barbecue"
Les Jardins de Voltaire,France,La Garenne-Colombes,"French, Moroccan"
Comptoir Nourisson,France,La Garenne-Colombes,"Italian, Cafe, Spanish, Deli"
Gloria,France,La Garenne-Colombes,"Italian, Pizza"
Les Delices du Bengale,France,La Garenne-Colombes,Indian
Yoshito,France,La Garenne-Colombes,"Japanese, Sushi"
IL NOVE,France,La Garenne-Colombes,Italian
Royal Buffet,France,La Garenne-Colombes,"Chinese, Asian"
Venoza,France,La Garenne-Colombes,"Italian, Pizza"
Restaurant Melodie,France,La Garenne-Colombes,
Le Tramway,France,La Garenne-Colombes,French
Chez Lin,France,La Garenne-Colombes,
Supercalifragilis,France,La Garenne-Colombes,"Healthy, Cafe"
Thé Pas Chez Mémé,France,Hautes-Alpes,Cafe
Bar le Mondial,France,Hautes-Alpes,
Hostellerie de la Fuste,France,Alpes-de-Haute-Provence,French
Oyster Bar,France,Yffiniac,French
Chez Odette,France,Yffiniac,"French, Steakhouse, Pizza"
Tartapain,France,Yffiniac,French
Pizzeria de la Baie,France,Yffiniac,"French, European"
L'episphere,France,Yffiniac,French
La Cafet le Bar,France,Yffiniac,
Le Scoop,France,Yffiniac,"French, Bar, Pub"
KFC,France,Choisey,Fast food
Restaurant Ibis Dole Sud Choisey,France,Choisey,French
Boulangerie Marie Blachere,France,Choisey,
Boulangerie Marie Blachere,France,Choisey,
Planète Wok,France,Choisey,Chinese
Cora- Cafeteria Dole,France,Choisey,French
La Pataterie,France,Choisey,French
Buffalo Grill,France,Choisey,"American, Steakhouse, Barbecue, French, Grill"
Columbus Cafe & Co,France,Jasseron,Cafe
Starbuck,France,Jasseron,
Le 14 Bis,France,Jasseron,"Brazilian, Barbecue, South American"
Un Gars Une Fille,France,Jasseron,"Pizza, Italian, French"
Courtepaille,France,Jasseron,"French, Barbecue, Grill"
La Brazzeria,France,Treillieres,"French, Healthy, Italian"
Je Veux Pas Cuisiner,France,Treillieres,"French, Pizza, Healthy"
Le Restaurant Ibis Nantes Treillieres,France,Treillieres,French
La Casa,France,Treillieres,Italian
Le Moulin Blanc,France,Treillieres,"French, European, Portuguese"
Le P'Tit Normand,France,La Courneuve,
Apna Punjab Restaurant 100% Vegetarien,France,La Courneuve,
Le Palace Grill,France,La Courneuve,"Italian, French, Turkish"
Les Deux Freres,France,La Courneuve,
Le Restaurant Ibis Le Bourget,France,La Courneuve,
Fait ta Crêpe,France,La Courneuve,
Okynaya,France,La Courneuve,Japanese
New Mahal,France,La Courneuve,
Le Renouveau,France,La Courneuve,French
Boulangerie Ange,France,La Courneuve,French
PB Poulet Braise,France,La Courneuve,"Italian, French, African, Barbecue, Grill"
Californiapizza,France,La Courneuve,Pizza
Diwan,France,La Courneuve,"Turkish, Greek, Grill, Middle Eastern, Mediterranean"
La Tambouille,France,La Courneuve,"French, Dining bars"
Thendral Restaurant,France,La Courneuve,
La Frontera,France,La Courneuve,
Afghan Kebab House,France,La Courneuve,"Indian, Middle Eastern, Persian, Afghani"
Poulet B. La Courneuve,France,La Courneuve,"Fast food, Grill, African, Barbecue"
Hawassi,France,La Courneuve,"Eastern European, Armenian"
L'Etna,France,La Courneuve,"Italian, Pizza"
Le Petit Prince,France,La Courneuve,
Pizza chez Pascal,France,La Courneuve,"Italian, Pizza, French, Fast food, European, Diner"
Restaurant Lahore,France,La Courneuve,
Wok Royal,France,La Courneuve,"Chinese, Asian"
Quick,France,La Courneuve,Fast food
McDonald's,France,La Courneuve,Fast food
Le Charitois,France,La Courneuve,
La Mamounia,France,La Courneuve,"Moroccan, Mediterranean, Middle Eastern"
Ammaa's,France,La Courneuve,Indian
Ruby,France,La Courneuve,Indian
Best & Good,France,La Courneuve,
Le Grand Palais du Bonheur,France,Chevilly Larue,"Chinese, Asian, Thai, Vietnamese"
Modern Bar,France,Chevilly Larue,"Portuguese, European"
Ayuko,France,Chevilly Larue,
Restaurant Bangkok,France,Chevilly Larue,"Asian, Thai, Vietnamese"
Courtepaille,France,Chevilly Larue,French
Le Dome Sushi,France,Chevilly Larue,Asian
Chez Sandrine,France,Chevilly Larue,French
Ipamra,France,Chevilly Larue,
Le Bistro D’Olive,France,Chevilly Larue,"Italian, French"
Le Bistro D'Oliv,France,Chevilly Larue,"French, Gastropub"
Le Patio,France,Chevilly Larue,"French, European"
Good Meal Coffee,France,Chevilly Larue,
La Gerbe de Ble,France,Chevilly Larue,French
Le Krusty,France,Chevilly Larue,"French, Arabic"
O'terminal,France,Chevilly Larue,"Italian, French, American, Asian"
Fleur de Sel,France,Chevilly Larue,French
Marou,France,Chevilly Larue,"Asian, Korean"
Brasa Rio,France,Chevilly Larue,"Steakhouse, Brazilian, Portuguese, European, South American"
Le Marrakech,France,Chevilly Larue,"Moroccan, Middle Eastern, Mediterranean"
L'etoile,France,Chevilly Larue,Steakhouse
Restaurant L'Etoile,France,Chevilly Larue,"French, Steakhouse"
La Criee,France,Chevilly Larue,"French, Seafood"
barbecue shu,France,Chevilly Larue,"Chinese, Japanese, Barbecue, Asian, Korean, Vietnamese"
Les Vendanges,France,Chevilly Larue,"French, Gastropub, Pub"
Les Oliviers,France,Chevilly Larue,French
Tablapizza,France,Chevilly Larue,"Pizza, European"
Le Quercy,France,Chevilly Larue,French
Best Break,France,Chevilly Larue,"American, Fast food"
Felicita Ristorante,France,Chevilly Larue,"Italian, European"
Domi Sushi,France,Chevilly Larue,"Chinese, Sushi, Fusion"
Nourcine Traiteur,France,Chevilly Larue,
